question,label
6월 9일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
1월 10일 베스트셀러 부탁 해,B-DATE E-DATE O O O
10월 26일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
8월 26일 베스트셀러 궁금하다,B-DATE E-DATE O O
8월 24일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
8월 24일 베스트셀러 알려줘,B-DATE E-DATE O O
5월 17일 베스트셀러 말해 줘,B-DATE E-DATE O O O
10월 17일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
4월 15일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 17일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
6월 27일 베스트셀러 알려주셈,B-DATE E-DATE O O
10월 17일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
9월 8일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
2월 9일 베스트셀러 궁금하다,B-DATE E-DATE O O
2월 1일 베스트셀러 알려주셈,B-DATE E-DATE O O
7월 7일 베스트셀러 궁금해,B-DATE E-DATE O O
10월 10일 베스트셀러 알려줘,B-DATE E-DATE O O
8월 20일 베스트셀러 알려줭,B-DATE E-DATE O O
11월 7일 베스트셀러 알려주겠니,B-DATE E-DATE O O
6월 16일 베스트셀러 부탁 해,B-DATE E-DATE O O O
4월 20일 베스트셀러 궁금해,B-DATE E-DATE O O
2월 2일 베스트셀러 알려줄래,B-DATE E-DATE O O
9월 26일 베스트셀러 알려줭,B-DATE E-DATE O O
10월 11일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
12월 29일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
9월 27일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
9월 18일 베스트셀러 뭐야,B-DATE E-DATE O O
9월 23일 베스트셀러 뭐야,B-DATE E-DATE O O
4월 14일 베스트셀러 알려주셈,B-DATE E-DATE O O
1월 28일 베스트셀러 뭐임,B-DATE E-DATE O O
10월 31일 베스트셀러 알려주셈,B-DATE E-DATE O O
12월 17일 베스트셀러 뭐냐고,B-DATE E-DATE O O
4월 5일 베스트셀러 뭐임,B-DATE E-DATE O O
10월 26일 베스트셀러 뭐냐고,B-DATE E-DATE O O
1월 8일 베스트셀러 ㅋㅋㅋ 좀,B-DATE E-DATE O O O
11월 19일 베스트셀러 뭐냐고,B-DATE E-DATE O O
3월 11일 베스트셀러 뭐냐고,B-DATE E-DATE O O
9월 14일 베스트셀러 알려주라,B-DATE E-DATE O O
8월 7일 베스트셀러 좀,B-DATE E-DATE O O
3월 7일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
1월 5일 베스트셀러 부탁 해,B-DATE E-DATE O O O
10월 25일 베스트셀러 알려줭,B-DATE E-DATE O O
8월 8일 베스트셀러 알려줭,B-DATE E-DATE O O
4월 29일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 21일 베스트셀러 뭐임,B-DATE E-DATE O O
4월 26일 베스트셀러 알려줘 ㅋㅋㅋㅋ,B-DATE E-DATE O O O
2월 30일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
2월 9일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
10월 15일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
12월 24일 베스트셀러 말해 줘,B-DATE E-DATE O O O
6월 23일 베스트셀러 뭐임,B-DATE E-DATE O O
11월 27일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
1월 11일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
1월 30일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 8일 베스트셀러 궁금해,B-DATE E-DATE O O
3월 베스트셀러 알 수 있을까,S-DATE O O O O
5월 8일 베스트셀러 뭐야,B-DATE E-DATE O O
11월 3일 베스트셀러 알아봐줘,B-DATE E-DATE O O
8월 25일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
4월 30일 베스트셀러 궁금해,B-DATE E-DATE O O
3월 28일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
7월 베스트셀러 말해 줘,S-DATE O O O
7월 2일 베스트셀러 뭐야,B-DATE E-DATE O O
2월 11일 베스트셀러 뭐냐고,B-DATE E-DATE O O
12월 10일 베스트셀러 궁금하다,B-DATE E-DATE O O
10월 1일 베스트셀러 뭐임,B-DATE E-DATE O O
8월 3일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
2월 17일 베스트셀러 궁금하다,B-DATE E-DATE O O
1월 26일 베스트셀러 알려줄래,B-DATE E-DATE O O
9월 26일 베스트셀러 알려주겠니,B-DATE E-DATE O O
2월 2일 베스트셀러 알려줘,B-DATE E-DATE O O
11월 19일 베스트셀러 알려주셈,B-DATE E-DATE O O
5월 22일 베스트셀러 부탁 해,B-DATE E-DATE O O O
9월 7일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
6월 21일 베스트셀러 ㅋㅋㅋ 부탁 합니다,B-DATE E-DATE O O O O
3월 2일 베스트셀러 뭐야 ㅎㅎ,B-DATE E-DATE O O O
1월 21일 베스트셀러 궁금함,B-DATE E-DATE O O
9월 6일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
10월 6일 베스트셀러 ㅎㅎㅎ 알 수 있을,B-DATE E-DATE O O O O O
12월 베스트셀러 알려주라,S-DATE O O
5월 1일 베스트셀러 뭐임,B-DATE E-DATE O O
3월 10일 베스트셀러 궁금함,B-DATE E-DATE O O
2월 22일 베스트셀러 좀,B-DATE E-DATE O O
8월 29일 베스트셀러 뭐냐고,B-DATE E-DATE O O
7월 9일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
5월 12일 베스트셀러 말해 줘,B-DATE E-DATE O O O
7월 2일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
6월 20일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
4월 29일 베스트셀러 부탁 해,B-DATE E-DATE O O O
7월 25일 베스트셀러 궁금하다,B-DATE E-DATE O O
6월 29일 베스트셀러 알려줄래,B-DATE E-DATE O O
4월 30일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
6월 1일 베스트셀러 알려줘,B-DATE E-DATE O O
9월 15일 베스트셀러 뭐임,B-DATE E-DATE O O
7월 18일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
6월 베스트셀러 말해 줄 수 있니,S-DATE O O O O O
8월 11일 베스트셀러 부탁 해,B-DATE E-DATE O O O
3월 31일 베스트셀러 궁금하다,B-DATE E-DATE O O
9월 16일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
7월 15일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
3월 12일 베스트셀러 알려주겠니,B-DATE E-DATE O O
4월 17일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
11월 20일 베스트셀러 궁금함,B-DATE E-DATE O O
9월 19일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
12월 22일 베스트셀러 좀,B-DATE E-DATE O O
8월 1일 베스트셀러 말해 줘 ㅎㅎㅎ,B-DATE E-DATE O O O O
7월 16일 베스트셀러 궁금해,B-DATE E-DATE O O
11월 16일 베스트셀러 뭐임,B-DATE E-DATE O O
1월 6일 베스트셀러 궁금해,B-DATE E-DATE O O
8월 베스트셀러 궁금하다,S-DATE O O
6월 18일 베스트셀러 알려주라,B-DATE E-DATE O O
10월 19일 베스트셀러 알려줄래,B-DATE E-DATE O O
11월 31일 베스트셀러 알려줘,B-DATE E-DATE O O
2월 17일 베스트셀러 뭐임,B-DATE E-DATE O O
5월 23일 베스트셀러 알아봐줘,B-DATE E-DATE O O
12월 27일 베스트셀러 알려주겠니,B-DATE E-DATE O O
11월 13일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 11일 베스트셀러 뭐임,B-DATE E-DATE O O
5월 22일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
6월 6일 베스트셀러 알려줄래,B-DATE E-DATE O O
12월 13일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
10월 4일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
12월 27일 베스트셀러 부탁 해,B-DATE E-DATE O O O
5월 25일 베스트셀러 궁금하다 ㅋㅋㅋ,B-DATE E-DATE O O O
2월 30일 베스트셀러 뭐야,B-DATE E-DATE O O
6월 22일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
10월 16일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 1일 베스트셀러 뭐냐고,B-DATE E-DATE O O
3월 2일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
4월 17일 베스트셀러 말해 줘,B-DATE E-DATE O O O
12월 3일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
6월 4일 베스트셀러 알려주라 ㅋㅋㅋ,B-DATE E-DATE O O O
12월 24일 베스트셀러 알려줘,B-DATE E-DATE O O
10월 4일 베스트셀러 알려주셈,B-DATE E-DATE O O
1월 12일 베스트셀러 알려주라,B-DATE E-DATE O O
1월 31일 베스트셀러 뭐임,B-DATE E-DATE O O
10월 19일 베스트셀러 알려주셈,B-DATE E-DATE O O
12월 17일 베스트셀러 뭐임,B-DATE E-DATE O O
6월 30일 베스트셀러 말해 줘,B-DATE E-DATE O O O
7월 7일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
3월 7일 베스트셀러 뭐냐고,B-DATE E-DATE O O
6월 18일 베스트셀러 궁금함,B-DATE E-DATE O O
1월 12일 베스트셀러 알려줭,B-DATE E-DATE O O
8월 24일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
6월 28일 베스트셀러 알려주라,B-DATE E-DATE O O
9월 19일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
1월 16일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
3월 17일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
5월 25일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
10월 23일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
10월 12일 베스트셀러 궁금하다,B-DATE E-DATE O O
3월 18일 베스트셀러 알려줭,B-DATE E-DATE O O
9월 19일 베스트셀러 궁금함,B-DATE E-DATE O O
2월 14일 베스트셀러 궁금해,B-DATE E-DATE O O
2월 16일 베스트셀러 뭐임,B-DATE E-DATE O O
9월 28일 베스트셀러 좀,B-DATE E-DATE O O
3월 10일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
9월 15일 베스트셀러 궁금해,B-DATE E-DATE O O
4월 31일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
8월 1일 베스트셀러 알려주세요,B-DATE E-DATE O O
7월 29일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
6월 28일 베스트셀러 알려주세요,B-DATE E-DATE O O
이번 주 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
11월 28일 베스트셀러 좀,B-DATE E-DATE O O
12월 20일 베스트셀러 ㅎㅎㅎ 부탁 해,B-DATE E-DATE O O O O
2월 5일 베스트셀러 알려주겠니,B-DATE E-DATE O O
5월 3일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
2월 23일 베스트셀러 알려줘,B-DATE E-DATE O O
7월 9일 베스트셀러 ㅋㅋㅋㅋ 알려줘,B-DATE E-DATE O O O
3월 18일 베스트셀러 좀,B-DATE E-DATE O O
6월 23일 베스트셀러 알려줘,B-DATE E-DATE O O
9월 14일 베스트셀러 좀,B-DATE E-DATE O O
12월 17일 베스트셀러 알려주셈,B-DATE E-DATE O O
12월 7일 베스트셀러 알려주세요,B-DATE E-DATE O O
8월 1일 베스트셀러 궁금해,B-DATE E-DATE O O
베스트셀러 알려주세요,O O
4월 1일 베스트셀러 알려주세요,B-DATE E-DATE O O
1월 30일 베스트셀러 궁금하다,B-DATE E-DATE O O
11월 21일 베스트셀러 뭐임,B-DATE E-DATE O O
6월 22일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
10월 7일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
9월 7일 베스트셀러 알려줄래,B-DATE E-DATE O O
3월 12일 베스트셀러 뭐냐고,B-DATE E-DATE O O
9월 23일 베스트셀러 말해 줘 ㅋㅋㅋㅋ,B-DATE E-DATE O O O O
2월 28일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
10월 29일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
5월 27일 베스트셀러 말해 줘,B-DATE E-DATE O O O
4월 23일 베스트셀러 궁금하다,B-DATE E-DATE O O
2월 19일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
1월 24일 베스트셀러 궁금함,B-DATE E-DATE O O
3월 30일 베스트셀러 궁금하다,B-DATE E-DATE O O
9월 4일 베스트셀러 좀,B-DATE E-DATE O O
6월 7일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
11월 3일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
2월 10일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
9월 14일 베스트셀러 궁금해,B-DATE E-DATE O O
7월 10일 베스트셀러 뭐냐고,B-DATE E-DATE O O
3월 18일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
5월 26일 베스트셀러 알려주라,B-DATE E-DATE O O
3월 31일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
저번 주 베스트셀러 뭐야,B-DATE E-DATE O O
10월 6일 베스트셀러 알려주세요,B-DATE E-DATE O O
2월 10일 베스트셀러 뭐야,B-DATE E-DATE O O
4월 25일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
5월 8일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
4월 17일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
4월 14일 베스트셀러 궁금해,B-DATE E-DATE O O
12월 11일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 2일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
5월 9일 베스트셀러 뭐냐고,B-DATE E-DATE O O
3월 29일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
9월 22일 베스트셀러 궁금해,B-DATE E-DATE O O
9월 16일 베스트셀러 알려주라,B-DATE E-DATE O O
1월 28일 베스트셀러 알려주라,B-DATE E-DATE O O
8월 30일 베스트셀러 알려주셈,B-DATE E-DATE O O
4월 16일 베스트셀러 궁금해,B-DATE E-DATE O O
5월 2일 베스트셀러 알려줭,B-DATE E-DATE O O
저번 주 베스트셀러 뭐냐고,B-DATE E-DATE O O
11월 16일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
8월 24일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 5일 베스트셀러 알려줄래,B-DATE E-DATE O O
9월 17일 베스트셀러 좀,B-DATE E-DATE O O
7월 13일 베스트셀러 말해 줘,B-DATE E-DATE O O O
10월 17일 베스트셀러 뭐냐고,B-DATE E-DATE O O
3월 29일 베스트셀러 알려주세요,B-DATE E-DATE O O
11월 2일 베스트셀러 알려주라,B-DATE E-DATE O O
3월 29일 베스트셀러 궁금하다,B-DATE E-DATE O O
10월 12일 베스트셀러 알려주겠니,B-DATE E-DATE O O
6월 4일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
8월 18일 베스트셀러 알려줘,B-DATE E-DATE O O
5월 30일 베스트셀러 궁금함,B-DATE E-DATE O O
5월 25일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
3월 29일 베스트셀러 뭐야,B-DATE E-DATE O O
1월 10일 베스트셀러 궁금해,B-DATE E-DATE O O
9월 31일 베스트셀러 뭐냐고,B-DATE E-DATE O O
7월 8일 베스트셀러 뭐야,B-DATE E-DATE O O
2월 9일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
1월 18일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
6월 29일 베스트셀러 ㅎㅎ 알아봐줘,B-DATE E-DATE O O O
2월 17일 베스트셀러 알려줭,B-DATE E-DATE O O
7월 5일 베스트셀러 부탁 해,B-DATE E-DATE O O O
8월 30일 베스트셀러 알려줘,B-DATE E-DATE O O
11월 14일 베스트셀러 알려줘,B-DATE E-DATE O O
4월 21일 베스트셀러 알려주겠니,B-DATE E-DATE O O
5월 12일 베스트셀러 알려주라,B-DATE E-DATE O O
3월 28일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
5월 20일 베스트셀러 알려주세요,B-DATE E-DATE O O
3월 15일 베스트셀러 좀 ㅋㅋㅋ,B-DATE E-DATE O O O
10월 13일 베스트셀러 뭐임,B-DATE E-DATE O O
4월 2일 베스트셀러 알려줘,B-DATE E-DATE O O
4월 12일 베스트셀러 말해 줘,B-DATE E-DATE O O O
10월 3일 베스트셀러 알려주겠니,B-DATE E-DATE O O
3월 14일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
9월 4일 베스트셀러 궁금해,B-DATE E-DATE O O
2월 14일 베스트셀러 궁금하다,B-DATE E-DATE O O
1월 13일 베스트셀러 알려주라,B-DATE E-DATE O O
10월 28일 베스트셀러 뭐냐고,B-DATE E-DATE O O
6월 12일 베스트셀러 알아봐줘,B-DATE E-DATE O O
6월 2일 베스트셀러 궁금함,B-DATE E-DATE O O
7월 19일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
12월 20일 베스트셀러 궁금해,B-DATE E-DATE O O
3월 22일 베스트셀러 뭐냐고,B-DATE E-DATE O O
5월 28일 베스트셀러 궁금함,B-DATE E-DATE O O
8월 23일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
8월 20일 베스트셀러 궁금함,B-DATE E-DATE O O
10월 3일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
5월 6일 베스트셀러 알려주겠니,B-DATE E-DATE O O
10월 20일 베스트셀러 알려주세요,B-DATE E-DATE O O
3월 9일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
12월 17일 베스트셀러 알려줄래,B-DATE E-DATE O O
12월 15일 베스트셀러 뭐냐고,B-DATE E-DATE O O
7월 1일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
11월 28일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
12월 베스트셀러 부탁 해,S-DATE O O O
5월 22일 베스트셀러 궁금함,B-DATE E-DATE O O
1월 13일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
7월 18일 베스트셀러 알려줄래,B-DATE E-DATE O O
11월 22일 베스트셀러 말해 줘,B-DATE E-DATE O O O
10월 23일 베스트셀러 뭐냐고,B-DATE E-DATE O O
9월 18일 베스트셀러 알려주겠니,B-DATE E-DATE O O
12월 21일 베스트셀러 알려줘,B-DATE E-DATE O O
저번 주 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
1월 17일 베스트셀러 알려주셈,B-DATE E-DATE O O
6월 6일 베스트셀러 알려줘,B-DATE E-DATE O O
6월 9일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
9월 1일 베스트셀러 궁금함,B-DATE E-DATE O O
4월 13일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
4월 7일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
1월 25일 베스트셀러 알려주셈,B-DATE E-DATE O O
7월 30일 베스트셀러 부탁 해,B-DATE E-DATE O O O
6월 3일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
2월 21일 베스트셀러 알아봐줘,B-DATE E-DATE O O
6월 26일 베스트셀러 궁금함,B-DATE E-DATE O O
8월 7일 베스트셀러 궁금하다,B-DATE E-DATE O O
11월 7일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
4월 8일 베스트셀러 알려주셈,B-DATE E-DATE O O
11월 9일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
12월 21일 베스트셀러 알려주라,B-DATE E-DATE O O
2월 7일 베스트셀러 궁금하다,B-DATE E-DATE O O
3월 4일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 7일 베스트셀러 ㅎㅎㅎㅎ 말해 줄 수,B-DATE E-DATE O O O O O
3월 베스트셀러 부탁 합니다,S-DATE O O O
2월 13일 베스트셀러 뭐야,B-DATE E-DATE O O
9월 14일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
6월 21일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
6월 19일 베스트셀러 알려주라,B-DATE E-DATE O O
1월 29일 베스트셀러 말해 줘,B-DATE E-DATE O O O
6월 7일 베스트셀러 알려주세요,B-DATE E-DATE O O
10월 2일 베스트셀러 좀,B-DATE E-DATE O O
2월 30일 베스트셀러 알려주셈,B-DATE E-DATE O O
12월 25일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 8일 베스트셀러 좀,B-DATE E-DATE O O
5월 18일 베스트셀러 ㅎㅎㅎㅎ 알려주라,B-DATE E-DATE O O O
10월 22일 베스트셀러 좀,B-DATE E-DATE O O
9월 7일 베스트셀러 ㅎㅎㅎㅎ 뭐야,B-DATE E-DATE O O O
6월 25일 베스트셀러 알아봐줘,B-DATE E-DATE O O
10월 14일 베스트셀러 알아봐줘,B-DATE E-DATE O O
2월 18일 베스트셀러 궁금하다,B-DATE E-DATE O O
7월 베스트셀러 알 수 있을까,S-DATE O O O O
7월 31일 베스트셀러 뭐냐고,B-DATE E-DATE O O
2월 21일 베스트셀러 뭐냐고,B-DATE E-DATE O O
9월 29일 베스트셀러 뭐임,B-DATE E-DATE O O
2월 1일 베스트셀러 부탁 해,B-DATE E-DATE O O O
3월 23일 베스트셀러 좀,B-DATE E-DATE O O
11월 20일 베스트셀러 알려주겠니,B-DATE E-DATE O O
4월 18일 베스트셀러 알아봐줘,B-DATE E-DATE O O
1월 5일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 7일 베스트셀러 알려주겠니,B-DATE E-DATE O O
5월 6일 베스트셀러 알려줭,B-DATE E-DATE O O
12월 14일 베스트셀러 뭐냐고,B-DATE E-DATE O O
9월 26일 베스트셀러 알려주세요,B-DATE E-DATE O O
1월 30일 베스트셀러 알려줄래 ㅋㅋㅋ,B-DATE E-DATE O O O
11월 2일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
5월 28일 베스트셀러 부탁 해,B-DATE E-DATE O O O
3월 12일 베스트셀러 궁금하다,B-DATE E-DATE O O
1월 31일 베스트셀러 말해 줘,B-DATE E-DATE O O O
2월 17일 베스트셀러 좀,B-DATE E-DATE O O
11월 27일 베스트셀러 뭐야 ㅋㅋㅋ,B-DATE E-DATE O O O
8월 7일 베스트셀러 궁금해,B-DATE E-DATE O O
10월 베스트셀러 알려줄 수 있니,S-DATE O O O O
1월 31일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
